dataset,origin,id,doc,summ,model_name,cut,error_type,annotated_span
CLIFF,cnndm,6ecc56a4efa262e37beaad4f46a77a36e22f5c19,"A 17-year-old boy who was shot dead from behind by a police officer had just stolen a handgun, according to the police department in question. Justus Howell was gunned down from behind by an officer in Zion, Illinois on Saturday afternoon after officers were called to reports of an argument. The chief of the Zion Police Department has now said that the argument was in fact a scuffle over a handgun - during which the firearm went off and Howell allegedly pointed it at another teenager. Killed: Justus Howell, 17, was shot twice in the back by police in Zion, Illinois, on Saturday afternoon. 'Stole a handgun': Police say that Howell had just taken a weapon from Tramond Peet, 18, who was trying to sell it to him. Steve Dumyahn said Howell was struggling over a gun with Tramond Peet, 18, and started running when police showed up. Peet told officers he met Howell with the intention of selling him the gun - but Howell tried to snatch it without paying. He then claimed the two tussled over the weapon, which was fired into the ground. At one point, he said, Howell was pointing it at him. Peet told investigators that he let go of the gun when he heard sirens. He said Howell ran and that he heard officers shouting instructions, then opening fire. An autopsy on Howell revealed that he was hit by two bullets, both from behind. Aftermath: Investigators are pictured above at the scene of the shooting, which took place around 2pm . One his his left side and penetrated his heart, spleen and liver. The second hit him on the right side of his back. Tests to see whether there were drugs in Howell's body are not finished yet. In the wake of his death, Howell's mother LaToya told Fox News her son 'couldn't have been a threat'. She said: 'Justus was a young man murdered by Zion police'. . 'As he was fleeing from police, they killed my son. He couldn't have been a threat if he was running.' Peet appeared in court Monday on two counts of aggravated unlawful use of a weapon. He is being held on a $15,000 bond. . Dumyahn said the Zion Police Department was releasing the narrative from the shooting because media outlets had linked Peet's case to the shooting. He said the department has 'no desire to defame the deceased'. Courts: Peet appeared in court Monday charged with two counts of aggravated unlawful use of a weapon. Claim: Zion Police chief Steve Dumyahn said the department had 'no desire to defame' Howell, but released the details because media outlets realized his case and Peet's are connected. Dumyahn said the officer who shot Howell is a nine-year veteran, and is now on administrative leave. . He did not release the officer's name or any additional information about him, including his race. Lake County NAACP president Jennifer Witherspoon said his relatives have asked her organization to speak on their behalf. Witherspoon said authorities told the NAACP that they have videotape of the scuffle between Peet and Howell but can't yet say what led the officer to shoot Howell. She said Howell's relatives are hoping to find out exactly what happened as quickly as possible. She said: 'Whether it was a mistake on his part or a mistake on the police's part, they want answers to make sure something like this never happens again'. Howell's death is the latest in a series of unarmed black men being killed by police officers - the most high-profile example of which was the death of Michael Brown at the hands of Darren Wilson in Ferguson, Missouri. . Witherspoon added: 'Here in America we are seeing this with too many brown and black boys.' Zion is a community of about 24,000 people along Lake Michigan, 45 miles north of Chicago, near Illinois' border with Wisconsin. Howell was a high school junior who transferred from a school in Wisconsin to Waukegan Public School District 60.  .","Justus Howell, 17, was shot twice in the back by police in Zion, Illinois. Officers were called to reports of an argument between Howell and Tramond Peet, 18. Chief Steve Dumyahn said Howell had just stolen a handgun from Peet. He said Howell was running when police arrived, and Peet let go of the gun. Howell was hit by two bullets, one which penetrated his heart and spleen. The officer who shot Howell is now on administrative leave.",BART,val,['intrinsic-NP'],['Chief Steve Dumyahn']
CLIFF,cnndm,46a98571f390f5b1a70f3f36d5b52b6bc7acd1b4,"Tom Varndell helped himself to a hat-trick against London Welsh as Wasps won away from home in the Aviva Premiership for the first time in 2015 to keep their top-six hopes alive. Ahead of the trip to the Kassam Stadium, Wasps' hunt for an automatic European Rugby Champions Cup spot next season had stuttered after winning just one of their previous five fixtures in all competitions. However, they claimed a 40-13 win over Welsh with tries from Varndell, Ashley Johnson, Sailosi Tagicakibau and Alapati Leiua. Tom Varndell crosses for one of his three tries as Wasps ran out comfortable winners at the Kassam Stadium. It was far from plain sailing for Wasps, though as the Exiles, whose defeat to Bath last time out confirmed that they will finish bottom of the table, trailed 12-5 at half-time after Opeti Fonua bundled over after the first two of Varndell's tries. But Johnson dotted down and Varndell added his third before Tagicakibau secured the bonus point for Wasps, with Alapati Leiua getting in on the act with the last play of the game. Chris Elder scored Welsh's second try of the match in the second period. Wasps got off to a fast start at the Kassam as they went 12 points clear after as many minutes. The visitors found the tryline after only four minutes as Varndell broke down the right flank and scored in the corner, veteran fly-half Andy Goode converting well from a tight angle. Welsh then went down to 14 men eight minutes later when Koree Britton was sent to the sin bin for pulling down a maul and Wasps instantly capitalised as Varndell grabbed his second try. Seb Stegmann is tackled by Carlo Festuccia as the exiles put up a fight, but faded away again. Alapati Leiua breaks away to score a late try as Wasps pulled away in the closing stages . The Exiles crept back into the game, though, keeping the pressure on Wasps' defence and Fonua forced his way through to make it 12-5, Tristan Roberts kicking the conversion side. Welsh started the second half well and Roberts made amends for his earlier miss as he calmly kicked a penalty between the posts to reduce the arrears even further. But Wasps soon began to dominate and a lineout close to the try-line was bundled over by Johnson in his first start as hooker. Then a swift break down the right saw Varndell free to run back around the Welsh defence and score under the posts for his hat-trick. Elder scored a try out of nowhere four minutes later for the Exiles on his Aviva Premiership debut, as he found space on the left wing to touch down in the corner. Wasps instantly replied though as Tagicakibau finished a great run through the centre by reaching for the line. And the game ended on a high for Wasps as Leiua finished the scoring with a darting run through the middle. James Cannon wins a line-out for Wasps ahead of London Welsh's Matt Corker as Wasps recovered their form. Andy Goode adds extras as Wasps renewed their chase for a European Champions Cup place.  .","Wasps beat London Welsh 40 - 13 at the Kassam Stadium. Tom Varndell scored a hat - trick for Wasps. Ashley Johnson, Sailosi Tagicakibau and Alapati Leiua also crossed. Welsh will finish bottom of the Aviva Premiership.",BART,test,correct,
CLIFF,cnndm,bee097b4d974e0169fe48b9fc864d4c70a40da1e,"The lovers who got the most complaints in New York City for loud sex are a handyman and the girlfriend he pops round for quickies with in the building where he works. The 25-year-old boytoy is the lover, of a Dominican woman in her late 30s, who invites him round for romps around her entire apartment in Brooklyn. The apartment block was named in a league table of complaints made to New York authorities about loud sex. Most complained: The building maintenance worker (left) and his girlfriend (right), who is now four months pregnant, were complained about six times for excessive noise at the Bay Ridge block, official records show. Say it loud: This is the apartment block with six calls made to 311 - New York city's non-emergency number - because of complaints of loud sex. Blue: The woman who was complained about was spoken to by police today. She later left, saying: 'I'm doing what I'm doing in my own apartment. I'm not hurting anyone.' The woman whose moans during sex sparked the highest number of complaints in New York said today: 'I'm not hurting anyone'. The woman, who declined to give her name, walked out of the apartment block wearing striped maxi dres, a white jacket and sunglasses. She looked upset and said she was hurt by all the attention - and revealed she was pregnant. She said: 'I'm four months pregnant. 'I'm doing what I'm doing in my own apartment. I'm not hurting anyone. My neighbors calling the city are going about it the wrong way'. . The league table, compiled by DNAInfo, showed that there were six complaints at the Bay Ridge block, which has 59 separate apartments. The outcome of the complaints was not recorded. . Speaking to Daily Mail Online the boyfriend said that he didn't see what the problem was - and wouldn't mind if other people were as noisy as him. He outed himself after Daily Mail Online asked him and the building manager who had been making the complaints. The boyfriend said: 'I don't believe it because I'm the one who stays there. I pop in there a lot. 'I don't think it's true. I don't understand why - other people make louder noises. Other people do the same. 'Everyone has their own way. People above and below us are noisy too. I sometimes stamp my feet to get them to quieter down. 'I wouldn't mind if the people next door were doing the same!' When Daily Mail Online knocked on the apartment door a dog barked loudly and after a pause a woman said: 'Hello?' Asked for comment she said: 'I'm unavailable at the moment'. Neighbour Siddharth Shah, 29, a Long Island University student, said that sometimes the lovers fight and make a racket - but mostly they make love. He said: 'It happens three or four times a week though I'm at school in the day so it could be more. 'They usually go at it for 10 to 15 minutes and I hear them all over the apartment. 'Sometimes it's the bedroom and sometimes it's in the lobby by the front door.' Another neighbor said: 'It's really loud. 'I have to put on music because you can hear everything.' The building owner Madelene Behefte, 73, said she had no idea about the complaints. She said: 'People should call the landlord before calling the city to complain'. On the job: The building handyman complained about over noisy sex was at work today - at the apartment block where his girlfriend lives. . House of noise: The apartment building is in Bay Ridge, close to New York harbor in Brooklyn. No idea: The building's owner Madelene Behefte told Daily Mail Online she had no idea about the complaints. No respite: The front door of the apartment at the center of six complaints for noisy sex. It failed to stop neighbors from overhearing the couple's antics.  . DNAInfo reported that New York's 311 helpline, for non-emergency complaints to city authorities, recorded a total of 133 complaints about loud sex between January 1 2014 and February 12 2015. Brooklyn, the borough now associated with trendy hipsters and home to would-be president Hillary Clinton's campaign, had the highest number of complaints, at 42. Brooklyn is the most populous of the city's five boroughs. Queens was next with 37, the Bronx and 31 and Manhattan had 23. Staten Island recorded none. The website reported that on November 14 last year, a 311 operator logged: 'Neighbors are having very loud sex with the windows open that can be heard throughout the whole bldg.' The complainant told the website the woman was 'moaning and screaming ""Oh yeah, oh, do it to me"".' It was followed by another woman shouting at the couple: 'Shut your f***ing windows you wh**e.' Complaints to 311 are passed to police to investigate if they are available, but officers found no noise disturbance when they attended the Bay Ridge block.  .  .","Handyman, 25, and girlfriend, in her 30s, complained about six times. Brooklyn block named in league table of complaints about loud sex. Woman, who is now four months pregnant, said:' I'm doing what I'm doing in my own apartment. I'm not hurting anyone' New York's 311 helpline recorded 133 complaints between January 2014 and February 2015.",BART,val,['intrinsic-predicate'],['complained']
CLIFF,cnndm,5d749f1b5605481652b38132b9c708a4763b9b95,"Bacary Sagna could end the season trophyless and lower than Arsenal in the Premier League but the Manchester City defender insists he has no regrets about leaving the Emirates for the Etihad. Sagna's acrimonious departure from Arsenal when his contract expired at the end of last season left many Gunners fans dismayed at a perceived lack of loyalty from the defender. The France international has played only 16 times for City this season in an underwhelming campaign both for him and the Premier League holders, who are languishing in fourth. Bacary Sagna (right) insists he does not regret leaving Arsenal for Manchester City last summer. Sangna (right) has only made 16 appearances and City are fourth in the Premier League, with Arsenal second. Sagna departed Arsenal on the back of winning the FA Cup but faces a year without a trophy at City. But the 32-year-old Sagna says if he was faced with the decision again, he would make the same choice. 'I see a lot of comments from fans saying I should have stayed at Arsenal but if I had to do it again, if I had to come back and sign for City, I would have done it again,' Sagna told the Manchester Evening News. 'I'm happy because I came to the champions.' Sagna departed the Emirates on the back of an FA Cup triumph but arrived at City with the club having won the Premier League. A year later, Arsenal are gearing up to defend their trophy against Aston Villa in the final at Wembley but City's Premier League title will almost certainly be claimed by Chelsea. Sagna is philosophical about how City and Arsenal's seasons have unravelled. 'When I signed I just wanted to come, give the maximum, and give my best for the club then after, it’s life, no?' Sagna said. Sagna (left) said he would make the same decision again if he was faced with a similar choice . Sagna believes Manuel Pellegrini's City side will soon return to winning ways and end the season well. Sanga also brushed aside fears that City could be usurped from the Champions League qualifying places and believes Manuel Pellegrini's side will swiftly return to winning ways. 'Everyone looks forward in the same direction, we want to be successful as a team and the coach and the staff and everyone is part of the team,' Sagna said. 'We are doing out best to get back to a winning team and to finish the season well.'  .","Bacary Sagna left Arsenal for Manchester City at the end of last season. The France international has played only 16 times for City this season. City are currently fourth in the Premier League, with Arsenal second. Sagna says he would make the same decision again if he was faced with a similar choice.",BART,test,correct,
CLIFF,cnndm,266240ecac4086150063a0086473eab55727b3b3,"Former Leeds and England coach Tony Smith admits he was shocked by Kevin Sinfield's decision to switch codes but, on reflection, believes it could be an inspired decision. Sinfield, 34, the greatest captain in Leeds' history, stunned the world of rugby league with his sudden announcement that he will quit the sport at the end of the season and join the Rhinos' sister club Yorkshire Carnegie on an 18-month contract. Sinfield, who is closing in on third place in rugby league's all-time scoring list with 3,997 points, told a news conference at Headingley he did not want to play against Rhinos and that the opportunity to spearhead Carnegie's bid for a Premiership return was too good to resist. . Leeds Rhinos captain Kevin Sinfield is to switch codes and join Yorkshire Carnegie at the end of the season. Sinfield (centre) lifts the Super League trophy after Leeds beat Warrington in the grand final in October 2012. Warrington coach Tony Smith (left) speaks with fellow coaches Tony Rea and Brian McDermott. Smith, who was in charge of the Rhinos when Sinfield lifted the first of their six Super League titles in 2003, says he is sad to see his former skipper swap codes. 'I was a bit shocked,' Smith said. 'It took me a couple of minutes to think about it. He's a champion player, he's been a champion player for his club and his country for many years. 'I'm sad to lose him to that other code. However, I could understand the rationale. If it's a way of him plying his trade for longer - his trade of playing rugby and being a terrific professional - I can see why he's made that change. 'I think he'll have a lot to still contribute to their sport and to that club. It's not a huge switch for him in terms of training venues. 'He'll still have his bumps and bruises, but the fact that he can continue to do that and probably get well rewarded for it, I can't blame him.' Sinfield, whose bombshell announcement came just four days after his predecessor as England captain Jamie Peacock revealed he would be leaving Leeds at the end of the season to become football manager at Hull KR, has missed Leeds' last two games through injury and, according to Smith, is probably stepping down at the right time. . Sinfield (left) in action for England against France during the 2013 Rugby League World Cup quarter-final. Sinfield is tackled during a match between Leeds Rhinos and Leigh Centurions last year. 'I think it's fantastic to make that decision to bow out of Super League probably at the right time,' Smith added. 'You can't keep playing forever and, when those young guys come snapping at your heels, it's hard to keep them at bay at some stage. 'You have to bite the bullet and step aside and I'd say the time is probably right. I'm no expert on when other people should retire but I'm pleased for Kevin and he'll certainly give everything he's got to his new employers. 'That's how he's been in rugby league and I've got no reason to think it'll be any different.' Sinfield has never played rugby union but already identified a role for himself in his new sport as he follows in the footsteps of Jason Robinson, Andy Farrell and Sam Burgess. 'Ideally I'd like to play fly-half,' Sinfield said. 'It's the position that suits the skill set I have the best. . Sinfield and his Leeds team-mates celebrate after beating Melbourne Storm in the 2008 World Club Challenge. 'I understand the challenge that's in front of me and the difficulties rugby league players have faced crossing over. That's why I think I'm in the best possible place to help with that transition. 'Playing union is something I've always wanted to do. I didn't want to end my career and have regrets about missed opportunities. When this opportunity came up I knew it was the right thing. 'I'm excited by it. I know the potential at the club and it's something I'd like to be a part of. 'I'm very respectful of the game and I like watching it. I think a lot of rugby league people look down on rugby union, and I think a lot of rugby union people look down on rugby league. But I like both games. As a sportsman, to get the opportunity to play another professional sport is something that really appeals to me.'  .",Kevin Sinfield will leave Leeds Rhinos at the end of the season. The 34 - year - old will join Yorkshire Carnegie on an 18 - month contract. Sinfield is closing in on third place in rugby league's all - time scoring list. Former Leeds and England coach Tony Smith admits he was shocked by Sinfield's decision to switch codes.,BART,val,correct,
CLIFF,cnndm,b6f33db2b8ff0a48d8ff0e7e2aa8116be35c50e7,"Birmingham is the rat capital of the UK and the London Borough of Southwark has the most mice, cockroaches and bed bugs, according to new research. The Midlands city topped the league table for the highest number of rat exterminations with almost 15,000 between 2013 and 2014. Newcastle is officially the most pest-infested place in the country with 5 per cent of those living on Tyneside reporting problems with rats, cockroaches, wasps and other creepy crawlies. The North East city was followed by the City of London where 4.9 per cent of people reported problems, and in Knowsley, Merseyside, 3.4 per cent of residents were forced to call in exterminators. . Scroll down for video . A survey revealed Birmingham to be the rat capital of the UK while the London Borough of Southwark has the most mice, cockroaches and bed bugs. Five per cent of residents in Newcastle, more than 6,000 people, called in pest inspectors last year - making Tyneside residents the most likely to report a problem (file image) The figures, released by the British Pest Control Association, also revealed that the most pest-free place was Southend, in Essex, where 0.03 per cent of homeowners had a problem. Officials at the BPCA warned that pests numbers are at their highest levels for several years after councils cut free pest-buster services. They said that, while there were usual local reasons for particular pests being common, the overall trend across the UK was an increase in numbers. For example, while rats and cockroaches are particularly common in large cities such as London, areas such as Fife, in Scotland, are much more prone to ants. Scotland as a whole has seen an explosion in the ant population in the last four years, will call-outs to treat the problem increasing three-fold. . A graph compiled by the British Pest Control Association shows Wales is the most rat-infested country in the UK (left) and another shows the prevalence of mice by country (right_. While inner-city areas such as Birmingham and London were plagued by rats and cockroaches, more rural areas such as North Lanarkshire were overrun by wasps (pictured) Meanwhile, residents of North Lanarkshire in Scotland were the most likely to report problems with wasps. After an especially wet summer in 2012-13 which killed off a lot of the UK's wasps, 2013-14 saw a boom in the number of the pests, especially in Scotland.  . The survey also revealed that the number of local authorities who provide a free pest control service has declined by 26 per cent over the past four years. And the BCPA is warning that this the potential to prompt a significant increase in pests, including rats and bedbugs. Simon Forrester, chief executive of the BCPA, said: 'Our study provides a comprehensive and graphic indication of the demand placed on local authorities for pest control. 'There are many localised reasons why a particular area could have a high prevalence of a certain pest, but there's certainly a recurring theme. 'If an infestation of any pest isn't dealt with quickly and professionally, it's likely to spread. . 'The problem then becomes much more expensive and carries a greater risk to public health.' Wasp numbers saw a steady decline and then a sharp rise in the past few years (left) but there has been a clear rise in the number of bed bugs across the country (right) The number of ant infestations reported has shot up three-fold in Scotland in the last five years, data showed, with those in Fife most likely to report a problem.  .","Birmingham topped the league table for the highest number of rat exterminations. Newcastle is officially the most pest - infested place in the country. 5% of those living on Tyneside reported problems with rats, cockroaches, wasps and other creepy crawlies. London Borough of Southwark has the most mice and bed bugs.",BART,test,correct,
CLIFF,cnndm,8012ab9261e117ab47a2759b3c0b628f2a007a82,"According to an outside review by Columbia Journalism School professors, ""(a)n institutional failure at Rolling Stone resulted in a deeply flawed article about a purported gang rape at the University of Virginia."" The Columbia team concluded that ""The failure encompassed reporting, editing, editorial supervision and fact-checking."" Hardly a ringing endorsement of the editorial process at the publication. The magazine's managing editor, Will Dana, wrote, ""We would like to apologize to our readers and to all of those who were damaged by our story and the ensuing fallout, including members of the Phi Kappa Psi fraternity and UVA administrators and students."" Brian Stelter: Fraternity to 'pursue all available legal action' The next question is:. Can UVA, Phi Kappa Psi or any of the other fraternities on campus sue for defamation? The Virginia Supreme Court said in Jordan v. Kollman that ""the elements of libel are (1) publication of (2) an actionable statement with (3) the requisite intent."" ""Actionable"" means the statement must be both false and defamatory. Of course, the law of defamation must be balanced against the freedom of speech protected under not only the First Amendment to the United States Constitution, but also the Virginia Constitution. True statements cannot be defamatory. Neither can pure statements of opinion, because they theoretically cannot be either true or false. But the Rolling Stone article certainly purported to be fact, and it apparently is not exactly what the law considers ""true."" The individual members of the fraternity will likely be considered private individuals, and not public figures; the latter have a harder time proving defamation. A private person suing for defamation must establish that the defendant has published a false factual statement that is about the person and that it also harms the person's reputation. The private plaintiff also must show that the defendant knew that the statement was false, or believed it was true but lacked a reasonable basis, or acted negligently in checking the facts. At first blush, that sounds like it fits perfectly, right? The Columbia report may go a long way toward establishing at least a modicum of the required intent. But that's only half the battle. There are strict rules about who can be a plaintiff in a defamation action like this. The identity of the aspiring plaintiff matters. First, let's eliminate UVA. The university is a public university, and therefore it is a governmental entity. The Supreme Court has been clear on the issue of libelous statements about the government: The government cannot sue for defamation. There is no such cause of action in American jurisprudence. Now the fraternities, starting with Phi Kappa Psi. A fraternity is not an individual, but a group. A plaintiff in a defamation case must show that the statements were ""of or concerning"" the plaintiff. It sounds obvious, but if you're going to say a statement hurt you, you have to prove the statement actually was about you to begin with. When the statements are about a group without naming an individual, it's hard to say the statement is ""concerning"" the individual -- and groups generally cannot sue.  For example, you can be sued if you call a specific lawyer a thief, but that same person cannot sue you if you simply call all lawyers thieves. Defamatory statements about a group are therefore not actionable by the group's individual members, for the most part. Like all rules, however, there are exceptions. If the defamatory language is about ""a comparatively small group of persons and the defamatory part is easily imputed against all members of the small group, an individual member may sue."" If I said, ""The 1980 Philadelphia Phillies infielders were a bunch of criminals"" (they weren't),  the individual players could sue, because that mean statement is clearly about certain persons -- if I said that -- which I didn't. Phi Kappa Psi would likely argue that the ""small group"" exception fits it perfectly: Even if the individual members were not identified by name, the defamatory story has been imputed directly to individual members, who have suffered by their association with the group. On the other hand, Rolling Stone's lawyers would likely argue that the group is so large and fluid (after all, the membership changes somewhat every year), that even though the fraternity's reputation is tarnished, the members have suffered no individualized injury. As for the other fraternities on campus but not implicated in the story, that's likely a group that moves from the small category to large, and the members of Greek life generally will have a harder time bringing a lawsuit. Lawyers will tell you that a libel suit is one of those things that citizens often threaten each other with on Facebook, but that such cases are rarely actually filed. That's because a plaintiff usually has to show some kind of financial harm. So if your Aunt Edna calls you a loser on Twitter, you're going to have to spend money on an expert to explain to a jury how that actually damaged you financially. And since most of the people who waste time threatening each other with defamation suits  on Facebook live in their moms' basements and are ""between jobs,"" these are not the kind of people who have money or reputation to damage in the first place. The UVA situation is not your run-of-the-mill defamation case. The university won't be able to sue, but if the members of the fraternity can get past some of the preliminary hurdles of a defamation claim, and they can make a tangible case for damages, then this could be one of those rare successful defamation cases.","Rolling Stone's article about alleged gang rape at University of Virginia drew criticism. Dean Obeidallah: Can UVA, Phi Kappa Psi or any of the other fraternities sue for defamation? He says there are strict rules about who can be a plaintiff in a defamation action like this. Obeiallah: Individual members of the fraternity will likely be considered private individuals.",BART,val,['extrinsic-NP'],"['Dean Obeidallah:', 'Obeiallah:']"
CLIFF,cnndm,88431953e4dcdd67140998d46d751fc5862a3859,"Jordon Ibe is on the verge of signing a new long-term contract as Brendan Rodgers prepares to re-launch the exciting teenager’s season. Liverpool offered Ibe fresh terms in February after he had a deep impression in a sequence of games, particularly against Everton and Tottenham, that coincided with an improvement in the club’s fortunes. A deal has now been agreed and it is simply a case of the highly-regarded Ibe, who has been absent since damaging knee ligaments against Besiktas on February 26, putting pen to paper. Jordon Ibe in training for Liverpool at Melwood as he prepares to make a return from injury. Ibe is set to sign a new long-term deal at Liverpool after breaking into the first team this season. Rodgers says Ibe, 19, has looked ‘absolutely sensational’ after stepping up his rehabilitation work in the last couple of weeks and he could come straight back into the starting line-up against Newcastle on Monday night. The issue Rodgers must address is whether to stick with the 4-3-3 formation he used at Blackburn in the FA Cup last Wednesday or revert to the 3-4-3 system that had been the catalyst for an improvement in results. . One thing Liverpool’s manager has conceded, though, is that Daniel Sturridge is unlikely to recapture his very best form this season, given all the injuries he has suffered. Ibe, pictured in action against Tottenham, damaged his knee ligaments while playing against Besiktas. Sturridge, who has only scored four goals in his last 15 games, admitted last week that he felt it would have to wait until the new campaign to show last year’s sparkle and his manager agrees, following 12 months in which he has suffered thigh, calf and hip issues. ‘It’s a long time out,’ said Rodgers. ‘When you’re out for that length of time it maybe takes you the same amount of time to get back again. ‘The key for him was to get back and be fit but he needs a good pre-season under his belt, a total run at pre-season and hopefully he’ll be fine for next season. Until that point we have to maximise what we can get out of him.’. Brendan Rodgers prepares his Liverpool team for the visit of Newcastle to Anfield on Monday. Daniel Sturridge is yet to rediscover his best form since returning from a lengthy injury lay off. Rodgers added: ‘Every player is different. With Daniel there’s been a number of injuries that he’s had and that’s before he came here. He had a fairly sustained run last season and served us well but this season has been difficult. ‘He just needs to find a way to physically and mentally try to keep himself as fit as he can but sometimes that isn’t all down to you — sometimes it’s about luck as well.’.",Jordon Ibe is set to sign a new long - term deal at Liverpool. The 19 - year - old damaged his knee ligaments against Besiktas on February 26. Brendan Rodgers says Ibe has looked' absolutely sensational' Ibe could come straight back into the starting line - up against Newcastle on Monday night.,BART,test,correct,
CLIFF,cnndm,8184e705cc07d11e650c68029e2d6f6e94b17e2d,"Andy Murray and his Davis Cup colleagues have got their preferred venue by securing London’s Queen’s Club as the place where they will take on France in their quarter final. The venerable club in Baron’s Court will host Britain’s biggest home tie in three decades from July 17-19, after agreement was reached between its management and the Lawn Tennis Association today. British Captain Leon Smith and his lead player had made it clear that they wanted to take on the strong French team on grass, as it would appear to give them fewer selection options from their rich resources. Andy Murray in action last year at the Queen's Club, which will host the Davis Cup quarter final against France. Murray celebrates winning at Queen's in 2013 - one of three triumphs he has had at the tournament. Tickets go on sale on May 27 and the match is sure to sell out quickly with the likely capacity of the one court used being around 7,000, as it is for the AEGON Championships, which takes place two weeks before Wimbledon. The All England Club’s overworked show courts, plus the redevelopment work being done there, meant that SW19 was never an option only five days after the Championships finish. The fixture means a bumper helping of six weeks’ top level grass court tennis in the UK this summer, a far cry from 20 years ago when some believed the sport’s one organic surface might even disappear. This time there will be three weeks between Roland Garros and Wimbledon, so by the time GB take on France for a place in the World Group semi-finals all the players will be perfectly attuned to the grass. The court at Queen’s is at least the equal of Wimbledon in terms of quality, and the atmosphere will be very different from the usually staid one that accompanies the principle warm-up event for the big fortnight. Thanks to Murray, GB and France look well-matched and it could well depend on who wins the doubles rubber on the Saturday. France has seven players in the world’s singles top 50, although some have been affected by injuries this season. However, they will be encouraged by the recent comeback of Jo Wilfried Tsonga, who is their best grass court exponent and looking in decent form after overcoming arm problems. He has done well at Queen’s before but his record is not as impressive as that of Murray, who has won the pre-Wimbledon title three times. Murray said: 'Queen’s will be a perfect venue for our quarter-final match against France. I’ve been playing at Queen’s for ten years now so I feel very at home there as do the rest of the British team, so it’s a great choice. Fingers crossed it’s a memorable summer for British tennis.' Jo Wilfried Tsonga is back to form after overcoming an arm problem and will be a big threat for the French.  .",The venerable club in Baron's Court will host Britain ’s biggest home tie in three decades from July 17 - 19. British Captain Leon Smith and his lead player had made it clear that they wanted to take on the strong French team on grass. Tickets go on sale on May 27 and the match is sure to sell out quickly.,BART,val,correct,
CLIFF,cnndm,aea444c64bce6c32bc7ae30fccb4d356c42113a4,"An eight-year-old boy has died a day after his family's car hurtled off the road and into a Los Angeles harbor. His 13-year-old brother, identified as Abdelkrim Elmezayen, was pulled dead from the water at the scene shortly after 6pm on Thursday. Their parents are in a stable condition in the hospital. Firefighters rushed to the port in San Pedro  when passers-by heard cries for help. The family of four had been driving out of a parking lot on Berth 73 when the vehicle, driven by the boys' father, veered off the edge of the harbor.  . Scroll down for video  . Two dead: Both children who fell into the LA Harbor has died and their parents are recovering in hospital. Hero: Firefighter Miguel Meza (left) who dove into the water in San Pedro after a car carrying a family of four plunged into the water has been hailed a hero on the Facebook page of City Councilman Joe Buscaino (right) It landed upside down in the 30-foot water. . Two adults were found swimming in the water when rescuers arrived, he said. Witnesses told NBC the car appeared to speed up as it neared the edge. . Divers found the two boys inside the car. They had no pulses and weren't breathing when divers brought them up, and resuscitation efforts began immediately, Humphrey said. The adults were described as being in fair condition but 'clearly emotionally distraught,' Humphrey said. Firefighter Miguel Meza who dove into the water in San Pedro after a car carrying a family of four plunged into the water has been hailed a hero on the Facebook page of Los Angeles City Councilman Joe Buscaino. 'Firefighter Miguel Meza jumped into the water at Berth 73 tonight in San Pedro after a car with a family of four drove into the water. This man is a true hero in the City of Angels and I am so proud of him!' he said. . Sucessful search: Divers emerge from the water as debris believed to be from the car floats to the surface where a car went off the berth and into the water. Divers working in murky water searched the car and even opened the trunk, but they found no one else in it, Humphrey said. The cause of the accident was under investigation. 'We don't know at this time whether it was an accident or an intentional event,' he said. Nearly 100 firefighters, divers and helicopter and boat crews went to the scene, Humphrey said. ABC reports that the event that led up the incident remain unknown. . Witnesses told police that they heard screeching tires before the car made the plunge. .","Abdelkrim Elmezayen, 8, and his 13 - year - old brother died at the scene. Their parents are in a stable condition in the hospital. Firefighters rushed to the port in San Pedro when passers - by heard cries for help. The family of four had been driving out of a parking lot when the vehicle, driven by the boys' father, veered off the edge of the harbor.",BART,test,['intrinsic-NP'],"['Abdelkrim Elmezayen, 8']"
